product_id,product_title,current_url,correct_url,issue_type,action_needed
variation_461579,"Alsike Clover Seed - Wet Soil & Acidic Soil Clover for Pasture & Honey - 25 lb, Covers 50,000 sq ft | Nature's Seed",https://naturesseed.com/products/clover-seed/alsike-clover-seed/?variation_id=461579&attribute_size=25+lb+-+Covers+50%2C000+Sq+Ft,,server_error,Investigate server timeout/connection error; re-test URL and consider removing from feed if persistent
variation_461571,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",https://naturesseed.com/products/clover-seed/crimsom-clover-crop-seed/?variation_id=461571&attribute_size=5+lb+-+Covers+10%2C000+Sq+Ft,,server_error,Investigate server timeout/connection error; re-test URL and consider removing from feed if persistent
variation_445855,"Bermudagrass Lawn Seed - Heat-Tolerant, Fast-Growing - 5 lb, Covers 1,000 sq ft | Nature's Seed",https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=445855&attribute_size=5+lb+-+Covers+1%2C000+Sq+Ft,,server_error,Investigate server timeout/connection error; re-test URL and consider removing from feed if persistent
variation_446798,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446798&attribute_size=25+lb+-+Covers+50%2C000+Sq+Ft,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446798&attribute_size=25%20lb%20-%20Covers%2050,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
variation_446799,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446799&attribute_size=5+lb+-+Covers+20%2C000+Sq+Ft,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446799&attribute_size=5%20lb%20-%20Covers%2020,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
variation_446800,"Bermudagrass Pasture Seed - Fast-Growing Warm-Season Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/bermudagrass/?variation_id=446800&attribute_size=50+lb+-+Covers+100%2C000+Sq+Ft,"https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/?variation_id=446800&attribute_size=50%20lb%20-%20Covers%20100,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
variation_446817,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 10 lb, Covers 10,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446817&attribute_size=10+lb+-+Covers+20%2C000+Sq+Ft,"https://naturesseed.com/products/pasture-seed/?variation_id=446817&attribute_size=10%20lb%20-%20Covers%2020,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
variation_446818,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 2 lb, Covers 2,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446818&attribute_size=2+lb+-+Covers+4%2C000+Sq+Ft,"https://naturesseed.com/products/pasture-seed/?variation_id=446818&attribute_size=2%20lb%20-%20Covers%204,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
variation_446819,"Tortoise Forage & Habitat Seed Mix - 8-Species Drought-Tolerant - 4 lb, Covers 4,000 sq ft | Nature's Seed",https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/?variation_id=446819&attribute_size=4+lb+-+Covers+8%2C000+Sq+Ft,"https://naturesseed.com/products/pasture-seed/?variation_id=446819&attribute_size=4%20lb%20-%20Covers%208,000%20Sq%20Ft",redirect_301,Update feed URL to correct destination
miniature-lupine,"Miniature Lupine Wildflower Seed - Native Blue Annual - 0.5 lb, Covers 500 sq ft | Nature's Seed",https://naturesseed.com/products/wildflower-seeds/miniature-lupine/,https://naturesseed.com/products/wildflower-seed/miniature-lupine/,redirect_301,Update feed URL to correct destination
